,reviews_rating,user_sentiment,reviews_text
6484,1,Positive,"LOVE Clorox wipes, but this batch is horrible. The wipes have separated and won't come out of canister in one piece. They rip and tear apart which then makes using 1 wipe useless. You have to get several out just to clean something. The smell is great tho."
6485,1,Positive,"I normally buy Clorox brand disinfecting wipes over generic wipes because I like the Fresh Scent. I notice that you've changed the scent and strongly dislike it. While I'll look for Lavender scent in the future, I suspect it does not have wide distribution."
6487,1,Positive,"I would give ZERO stars to the New Formula Clorox Wipes. I agree with all the other users that say the new formula smells awful. It may cut grease now but I liked the old streak free formula a lot better and it smelled nice. Whatever is in the new formula that cuts grease also makes my hands burn. I've switched to my store brand now since they work just as well as the new formula and they smell better. And they don't make my hands burn when I use them! And they don't leave streaks all over my bathroom counters, mirrors and stove like the Clorox wipes do now. Everyone (including me) used to love Clorox wipes when they first came out. Learn a lesson Clorox- if it isn't broke, don't try to fix it!"
6489,1,Positive,I have used Clorox wipes for a number of years and was excited to try the new products. While I really like the new dispensing top the new scent is unpleasant and I wouldn't call it lemon. I also didn't think that the quality of cleaning was as good as the old product. While the new wipe is textured on one side and soft on the other I felt like I had to scrub much harder and the surface didn't get as clean. I will not buy this product again.
6490,1,Positive,"I was expecting these wipes to have a strong clorox smell but they don't, they actually have a refreshing fragrance. I use them regularly and feel confident that I'm eliminating germs from every surface on which I use them."
6492,1,Positive,"Clorox wipes are a great product for disinfecting surfaces that harbor germs. Great for cleaning kitchen counters, door handles and in general. This review was collected as part of a promotion."
6493,1,Positive,love to use the wipes when cleaning the bathroom. you gotta love boys!! This review was collected as part of a promotion.
6494,1,Positive,I don't like the smell of most strong cleaners. And the earthy cleaners aren't always enough. The green top clorox wipes are my go to disinfectant wipes when we are sick! This review was collected as part of a promotion.
6497,2,Positive,Love the product. A great value and I know my family is germ free. Will recommend to friends and family. Thanks Clorox for being 1 This review was collected as part of a promotion.
6498,2,Positive,great product I use it all the time. I like the lemon scent the best. it really cleans my kitchen good This review was collected as part of a promotion.
6499,2,Positive,i like the wipes cause they are easy to use and handy to keep in all the roooms in the houw This review was collected as part of a promotion.
6500,2,Positive,"it would really be nice if the wipe would PICK UP the hair and dust that accumulates in bathroom rather than just moving it around and leaving it in a pile on the surface you're working on. You have lots of smart people working for you, it seems that you would have already figured this out. thanks HO Cody WY"
6501,2,Positive,"i love them, their cheap and desinfected really well especialy if you have kids so handdy This review was collected as part of a promotion."
6502,2,Positive,"Although I like the convenience of a wipe, there are a couple of things I do not like about this product. The scent does not appeal to me. Also, the dispenser is frustrating to use. Sometimes many wipes come out, sometimes it takes several minutes to get one out."
6504,2,Positive,Love the product. A great value and I know my family is germ free. Will recommend to friends and family. Thanks Clorox for being 1 This review was collected as part of a promotion.
6505,2,Positive,"The new formula leaves streaks on my glass and mirrors, that was the one reason I used your brand instead of other cheaper brands."
15337,2,Positive,"Keebler Chips Deluxe Soft 'N Chewy Cookies are soft and chewy, but they lack flavor. We bought 2 packages of these and thought that maybe it was just that package that was bad, but both packages were flavorless. Just wasn't what we were expecting from Keebler."
15352,1,Positive,I got this for a wisdom tooth I had to wait until after my daughter was born to have removed. Only worked.for 15 mins before it wore off. Deff not liking this product. Those 15 mins are pain free but it dont last long enough to help
15353,1,Positive,"I bought this and and was not at all satisfied with it. The oragel instant gel that came in the blue box, blows this away. It was a blue colored gel. If this is the best oragel has for a really bad toothache, they definitely have lost me as a customer. I have always used oragel, but, I won't ever purchase this again. Simply put it just doesn't do the job."
15398,1,Positive,"Decided to try these based on the good ratings -- they are very overrated, lack taste, seem to be little but puffy flavored air.. not even that cheesy, and certainly no corn -- it's an odd texture as well, not like any other food items.. stick to better munchies, there are many.."
15575,1,Positive,I bought this because I thought it was better than the old fashion way but the mice are still out running around. The green stuff was gone but not one dead mouse.
15576,1,Positive,product not as good as the loose pellets The new product sucks
15577,1,Positive,"DO NOT PURCHASE!!! The move was able to eat the gel and not one mouse died or got poisioned. This product doesn't work!!!! They need to take it off the market. The mice in our apartment was having a field day, enjoying eating the gel position and not dying. Jokes on us!!!! I need a refund !!!"
15582,1,Positive,"Absolutely, nothing like old smell of REAL Lysol. Believe me I know... I'm 80 yrs. old and my mother used it constantly - people come into our house and ask what is is smell and when I went to their houses there it was again the Real True Smell of the OLD Lysol not this fake stuff they sell now a days. Not buying this fake stuff again."
15583,2,Positive,Very oily. Doesn't smell clean.
15584,2,Positive,"Sorry, this product was just not for me. I bought it out of desparation when Lysol stopped adding disinfectant to the all purpose cleaner (which they have since started adding again). Yes, this product did disinfect, but the smell was way, way too pungent for me. I used it to wash down the bathroom floors, the outside of the commode. Days later, the smell still lingered (which would have been nice if it smelled nice). My scrub bucket, sponge, gloves were kept in my cleaning closet and I had to end up throwing the gloves and sponge out. Within minutes it just reaked up the whole closet. Trust me, stick with the all purpose cleaner now known as clean and fresh. It does disinfect and smells nice, which to me is important. No brainer. I'd much rather the house smell of lemons or waterfalls rather than a nursing home."
15587,2,Positive,PLEASE...Bring blue back...It is the best smelling...Anything else is terrible...PLEASE...Bring blue back.
15740,1,Positive,"I LOVE this product but, sadly can't buy it anymore because you've discontinued my favorite colors--papaya and cocoa. Darn!"
15741,1,Positive,"PLEASE, PLEASE, PLEASE bring back cocoa! I've wasted 50.00 or more trying these other colors. They don't work for me."
15743,1,Positive,This is by far the best shade out of all of them! We want it back Please please restock!! I gave them all to my friends once upon a time and they all have it.
15744,1,Positive,"I tried this for the first time, and loved the look, but after a half hour or so, my lip started to swell.. it wasn't pleasant. my roommate had the same experience."
15747,1,Positive,Until you bring back Cocoa.. You are minus a customer. This was my all time favorite shade and I haven't found another like it. I am not the only one. Read ALL the reviews....Why take away a good product that people love
15748,1,Positive,"As so many other reviewers have said, Cocoa was a really nice lip color, and now you've discontinued it. I'm so disappointed. Your other colors aren't right for me, so now I'm an ex-customer. I hope you'll reconsider your decision and bring back Cocoa."
15750,1,Positive,As per many of the other reviews -- PLEASE BRING BACK COCOA. I've used this shade for over 7 years -- I have never had a lipstick that works as well as COCOA. It's the best!!! PLEASE PLEASE PLEASE bring it back. I've tried other Burt's Bees shades -- but nothing looks as good as COCOA. 1 Star -- only because there is no COCOA.
15752,1,Positive,"The Rhubarb lip shimmer was my favorite and I used to be able to wear it with everything. This summer I went to buy more of it and noticed that the color of the cap was different than the one I was using. I bought it and brought it home, and the shade is definitely not the same - it is darker and more pink. It feels a little more waxy also. I am so disappointed! I am wondering why you would change the color and/or formula if this is your best seller"
15754,1,Positive,"I have almost every Burts Bees color of lip shimmer, and I'm only luke warm happy with a couple of them of them. Many of them I hate (and give away to a friend). But COCOA is my favorite lip color of all time--across every brand of lip stick. And Burts Bees has discontinued it the new colors to replace it are completely awful looking on me and now I'm completely out of cocoa lip shimmer. If you don't bring back cocoa lip shimmer soon, you've completely and forever lost a customer. Promise."
15755,1,Positive,"Usually, I pass on registering on sites, but if it will help bring back Cocoa Lip Shimmer, it will have been time well spent. It was my go-to lip product for years and I'm sparingly using the last of it. The same applies to a friend of mine. Both of us are dismayed and none of the other colors is just right. I selected 1 star to reflect my disappointment, but it would have been a 5 if the perfect color for me, and obviously others, hadn't been eliminated. Please bring Cocoa back!"
15756,1,Positive,"I have been purchasing the cocoa lip shimmer for as long as I can remember. I regularly have 5 or more of these floating around purses, make up bags, my desk at work, my car, everywhere. I was so upset to hear that this color has been discontinued. I know several girls at the office use this product too and we joke about how much we Rely on it. Please bring back cocoa. I attempted the plum tonight and hate it . . . fig isn't good either. I am very disappointed in ending a product that was loved by so many."
15758,1,Positive,"I recently bought two tubes of lip shimmer. I LOVE the lip shimmer I had in the past. HOWEVER, the new formulation is NOT GOOD!! I applied the lip shimmer and realized that it was totally rancid. I looked at the ingredients and see that they've changed the formulation to include soy oil and canola oil....both of these oils go rancid VERY quickly and actually promote free radical damage because they are unstable oils. I am returning the two tubes immediately. Burts Bees.....PLEASE return to the previous formula. Rancid oils are no good!!"
15760,1,Positive,"The Lip Shimmers line is great. I have particularly been a fan of the Papaya color ever since I first saw it years ago. It is (was) a great color with bronze/brown tones that worked well for my tones. I got compliments all the time. Apparently Burt's Bees has elected to revamp these colors for no apparent reason, and all of these new colors are very pink toned. You will notice that all of the many, many complaints are from people who preferred bronze or brown tones who have been left behind by this change. I am at a loss to explain why this company would ignore such brand loyalty by changing these colors for essentially no reason, and while providing no acceptable substitute. Please reconsider this decision to provide only pink-toned Lip Shimmers, and bring back the bronze-toned ones, especially wonderful Papaya!"
15761,1,Positive,"I am only giving one star, because of my wasted time. I bought the first tube at a drug store. Love the color on me (Plum). The next day, I rolled it up a little for more coverage and it would not roll back down. Went back to the drug store and returned it for a new tube. Tried it in the store and it rolled up a little and it rolled down. I left the store, got in my car, while driving, I went to apply...rolled it up, applied, then it would not roll down. So I made a u turn and went back to the store. This happened on 4 trips. DANG, FIX THE TUBES."
15762,1,Positive,"I am sure if you advertised the return of Cocoa and set a release date, you would sell out that day! Can you imagine the publicity you could generate from the whole Cocoa following! All of the ad possibilities... Commercials with real women scrambling to buy it out... If the company has no plans to bring back Cocoa at this time, then maybe they should fire the marketing department and hire me. The new shades do not compare to the old ones as evidenced by your own customer forum. I would not recommend the new shades to anyone. They don't even compare to the old ones."
15763,2,Positive,Bring back the old rhubarb - the new tone is too red.
15765,2,Positive,It was too shimmery and made me feel like I was wearing a child's chapstick. The color was fine but if the sparkle was toned down I would have no problems with it.
15766,2,Positive,"my husband bought one for me because he know how much i love those products. Well i hate it !! it makes my lips totally dry, and the color is way too intense, for sure it stayed too long..."
15767,2,Positive,"Love the Lip Shimmer feel, but the color I bought (Grapefruit) didn't give me the light pink color I was after. Instead, my lips looked white and pasty. Had to throw it out."
15768,2,Positive,"I have used the cocoa lip shimmer for years and I love it, but it has been discontinued. I have tried several of the new colors but have wasted my money as none of these compare to the Cocoa. I know that Cocoa was a popular color because it was always out of stock. Hoping that Burt's Bee will bring back Cocoa soon!!!"
15769,2,Positive,"I bought this product thinking I would love it because I love the clear regular burts bees, but this berry color easily comes off when you drink anything and if you accidentally get it on your skin around your lips good luck getting it off...it just makes your skin look irritated and red. Not my favorite unfortunately."
15770,2,Positive,"As a faithful user (and recommender) of the nutmeg lip shimmer for several years, I was pretty upset to find that my recent replacement was now sticky, with weak color, no feeling of peppermint, and didn't last. Did the recipe change (The label is the same.) Please say I can get the original quality back somehow."
15772,2,Positive,"My lips tend to get dry easily and this product didn't effectively hydrate them. In fact, it highlighted the dry ridges on my lips in quite an unflattering way. It was fine appearance-wise if I had just exfoliated my lips, but dreadful otherwise. I ended up having to buy a different product. It's probably good for those with normal lips."
15773,2,Positive,"This was a great product, but now the colors my friends and I have used in the past are no longer available.We wasted a lot of time walking the aisles of many, many stores searching for our colors. Why do you do this We have tried several of your other colors and do not like them. I'm giving two stars because of your color choices. Please return to the colors such as Nutmeg and Toffee. My friends and I are currently using other products, but would return to Burt's Bees Lip Shimmer if you added the old colors back to your collection."
15774,2,Positive,"I used to be a big fan of Burts Bees, but have recently scrutinized the ingredients of every product I use.I am an avid make up fan with a medical and scientific research background. The ingredient carmine is actually acquired from killing a certain type of beetle. It is a pinkish/red dye which comes from this bug and we put it all over our face. Some people don't really care but I think it's a little icky. Carmine is also has other names, can't recall exactly, like Red 4 and some others. This information is easy to find. I think it's interesting that all of the fruit oils are given their pleasant names however carmine does not say beetle dye in parentheses next to the ingredient name. When I wore this lip shimmer prior to gaining this knowledge, I did enjoy the colors and the conditioning properties. Burt's Bees is a good company, but not as perfect as everyone believes. Better than many others. I have stopped using this product and the many others containing carmine from all brands, including Dior, MAC, Benefit, and countless others.Though it appears that the color radiance is lacking the beetle dye."
15775,2,Positive,"when I was a kid, I used to make lip color by grinding up blush and mixing it with lip balm. burt's lip shimmer reminds me of that. there is too much pigment and it sits on top of the lips. not very sheer. so the first application looks ok but if you want to re-apply it builds up and looks thick and uneven. merlot would have been the perfect color, but it was too pigment heavy -- you have to look in the mirror when you apply it. if they eased up on the pigment a little, it would be great. I prefer balms that look like a transparent berry stain, and this is not it. it's more like a dark lipstick. unfortunately, their ligher colors are no better. they're lighter, but they're still not sheer."
16625,2,Positive,"I received this for free in exchange for an honest review. Initially this scent booster smells great and quite strong. I used more than recommended because I have a house full of active boys. Unfortunately, the smell did not last long and was not very strong after the wash. Also, the smell is quite pleasant from the bottle, but there is a lingering odor in my laundry room that is not so great. The lingering smell is a bit too `natural` for my liking; Somewhat like an outdoor odor, which is what I am trying to get rid of."
16655,1,Positive,The juicer seemed ok and was quiet. After a few days I noticed it was leaking juice that should have be going into the juice reservoir was instead going into the waste basket. The pulp was WET and I noticed I was wasting money having to use more fruits/veg to get some juice out.. I returned and got a new breville which spits out almost dry pulp much better than this cuisinart.
16656,2,Positive,I preferred to have a juicer that uses ALL of the fruits and veggies and not throw away all of the good healthy stuff. This just extracts the juice and the pulp goes in the trash..
16657,2,Positive,The unit functions as advertised except for the gap between the feeder tube and the blade basket that allows large chunks of material to be tossed into the pulp jug without processing.
16658,2,Positive,"I believe that this wastes a lot of fruit juice because the pulp is very wet. It takes a great deal of fruit just to product one container of juice (as in the picture). For example, it took 2.5 lbs of kiwi and 2 large apples to product a container of juice. The product is very well made but perhaps juicing isn't in our budget. I am returning this product."
16758,1,Positive,"I have been a faithful and ecstatic fan of Iman for her line of makeup and curtains, however this product was a great disappointment. : ( It was disappointing because it is so easy to carry around its virtually invisible, its the size of a lipstick and its at a great economical price but its so hard to apply, its hard to smooth on evenly over your face and it does not come with an applicator. I guess this product was named Iman clay makeup because it literally feels like you are smoothing clay onto your face and that isn't something I was looking forward to."
16759,2,Positive,"I was excited to try this foundation considering the good reviews and Iman has several different shades to choose from for women of color. I really wanted to like this product but I didnt for many reasons. First of all I bought this one shade too light in Clay 5 and I found out that my shade is an Earth 1. Secondly, it broke me out. I do not think this kind of foundation is meant for somebody with Oily skin such as myself, but I tried Iman's semi loose powder for my other foundations and I have to say that I love it! the powder is great for oil control and it goes on smooth. If you are somebody with normal/Dry skin, then I would recommend this product for you."
16778,1,Positive,"A waste of my money I don't know what kind of black rice this supposed to be,,,it loses most of its color during the cooking process I think it's dyed plus the grains are really short every black rice I've ever had where long grain and did not lose all that coloring doing the cooking process... Just Saying"
16779,1,Positive,"The closed packages arrived today with weevils inside. Yuck! I'm sure this is a wonderful product when it is not contaminated with pests like these, but we just can't stomach them."
16781,1,Positive,Not one person in the family liked the taste.
16782,1,Positive,It's okay but still haven't used all that was originally purchased. Would not order again.
16784,1,Positive,"Yes, I should have read the whole description, so I take part of the blame. However, I can't see how in any way how this rice could be considered RED as stated in the title above:A Gourmet Aromatic Whole Grain RED RiceNowhere on the front of the bag does it clarify that it's brown rice as it does on the back.I'm not saying it's bad rice, just that it's not RED as the title clearly states.There is a specific type of rice known as red rice. This is NOT it. When it arrived in the mail, the front label says RED RICE on the back it says it's brown rice.So, yes, I should have read the whole description closer, but just calling brown rice red on the label doesn't make it so.Disappointed, will not be buying any more Lundberg products. Sorry, but you ticked me off with your misleading labeling."
16786,2,Positive,Don't like wild rice I guess.
17189,1,Positive,This album is definitely not worth the money due to its flimsy design and cheap materials being used.
17200,2,Positive,The smell is very strong and overpowering.
17287,1,Positive,i do turn dial Slowly--but too much makeup comes out...so i wind up using tissue to absorb most of the product before using brush on my face. i think a much smaller hole for liquid to come through brush would be much better
17288,1,Positive,This product leaves an oily/shine feel on my face. I had to blot the oil off but still had a shine. The brissels on the bruch fell out and I cldn't finish using the product. I would not buy this product again. Not for comination skin. Very dissappointed.
17290,2,Positive,"I was looking for a product with more coverage and liked the idea of the brush and the SPF. This product delivered more coverage but the color is just off. I can't figure out if it is too yellow or orange but I am just not happy with it. It did go on nicely and felt good on my skin. I may try another shade but due to the price, I am not sure. It is cheaper than department store foundation but not whenyou end up throwing it away and having to buy another product. I just wasn't happy with it."
17291,2,Positive,"I recently bought the visible lift foundation with the twist brush on top. Foundation is awesome, perfect for my skin tone,,,,,however the pump stopped working after 4 days. I won't be purchasing this again, or recommending it to my friends."
17310,1,Positive,I received this product for free to try in exchange for my honest feedback. I really didn't like having my hair dyed... I don't know how women do it. It burned my scalp and my eyes and I ended up washing it out before it was finished. I will say though my friends noticed I did have less gray even though I washed it out too soon.
17313,1,Positive,"Upon opening the tube with the comb attachment , this stuff just ran out everywhere--it would be better to have someone comb it in for you--IF someone is around to assist. It is TOO WATERY and hard to keep from running down your arms. This was a waste of --HOPE the NEW product AUTO-STOP is NOT the same parc (read backwards) with a new Name packaging!!!! I'd rather the Shampoo hair color and even the Comb in GEL works GREAT if you COMB it thru your hair--you have a lot more control of its color contents....as far as TOUCH OF GRAY --its a TOUCH OF A MESS!!!"
17314,1,Positive,"I have tried using this product for several months, more like over a year. It looks good at first but The color fades! It does not last 4 to 6 weeks. Its more like 3 to 4 weeks. I have tried different shampoos and conditioners that specialize in color treated hair.I tried using the product every 4 weeks. The color fades to a very un natural and embarressing shade of I dont know how to describe it. I wash my hair everyday. Not every other day and not twice a day but everyday. I dont want to be gray but at least grey doesnt look orangegrrenish. Im very disappointed."
17315,1,Positive,Ease of use is great and results were excellent. I'm 56 and this product covered just the right amount to give me the look I wanted.
17317,2,Positive,This is easy enough to use but the color does not last long enough. The color also fades / turns bronze orange in sunlight. I have to use this weekly and its getting expensive to continue. It would be nice to have a product that the color would be more stable in sunlight and last longer. Many of the women's hair color products seem to achieve better results than this product for men.
17320,2,Positive,"Works best of the products I have tried, though I have not tried the newest product your company offers. Autostop.. However it does not seem to last very long.. and I become lazy on the next application, and the cost involved."
17323,2,Positive,Hair color changes to a brownish tinge even with the best shampoo and color conditioners
17324,2,Positive,"Easy-to-use product looks great after application, but color fades quickly - within two weeks - and hair takes on a funny, reddish/greenish tone."
17325,2,Positive,Product needs to get rid of more gray than it currently does.
17572,2,Positive,I live in the middle belt of Canada. This lotion performed well in the summer months. With the approach of fall and winter its performance gradually fell short. I had to mix other oils to try to get the moisture content I needed. Even that didn't work in winter. Those who only need moisturizing lotions for summer like weather will be happy with this. I will not be buying again.
17594,2,Positive,I give it 2 stars because it's KIND bar which I like but the taste wasn't. I thought it wasn't fresh.
17599,1,Positive,"This product does its job, it's a great powder. What I can't get past is the smell. This product smells like an old lady put on purfume to mask the moth ball door on their clothing. When my sense of smell diminishes and I no longer care about what others think or how I feel about my own body odor, I will once again use this product. Until then, it will be under the cabinet with caution tape wrapped around the container."
17600,1,Positive,"I was so disappointed that this stuff didn't work for me. I got it because of all the great reviews it had. When I used this to bake under my eyes, it just didn't look smooth. It showed every little wrinkle under my eyes and creased a little. It just didn't look great on me. :("
17601,1,Positive,"What they don't tell you about this product is it has a smell that I can old describe as an Old Lady smell If smells don't bother you, by all means get this powder and try it, but if you have a sensitive nose like I do, stay far away from it. I'd almost be willing to suffer through if I hadn't also ordered the wrong shade.... thought it would be a white powder.... it's not."
17602,1,Positive,"Although I did like how fine the powder was, the color, (translucent) was slightly pink. Not translucent. When I opened the powder, the first thing that hit me was the smell. It smells like grandma perfume. Despite the awful smell, I put a light layer on my face with the puff provided. I could smell it on my face all day! i will be returning this and going back to my favorite powder, Loreal True Match."
17603,2,Positive,"After hearing so many people rave about this product, I finally went out and bought this translucent powder and decided to grab the naturally neutral powder as well. I was so excited to use this that as soon as I got home, I applied a little bit of foundation on my face and tried out both powders. Let me tell you.. this stuff is ridiculously strong scented! I could not stand it. After a few minutes of having it on, I had to go wash it off. It started to give me a headache! And I promise, I am not exaggerating. -- With that being said.. If you can tolerate such strong scent on your face all day or don't mind it then this is for you. It does set the foundation and can qualify as a dupe for high end setting powders. As to how well it works or how long it helps.. IDK. Since I couldn't stand wearing it for more than a few minutes. I really wish it didn't have such a strong scent. I would have liked to keep it!"
17604,2,Positive,"I have seen this product floating around the beauty community on YouTube for quite sometime. And I decided to give it a shot. I was impressed with how it made my skin look at first (I have normal type skin, and not prone to acne). However, I would not buy this product ever again. It has the STRONGEST baby powder smell. It gave me a headache. It made my skin feel dewy/silky as well, like it had a film on it. But maybe that's something others will like."
17819,1,Positive,I would not purchase again. Something just didn't taste right with these.
17888,2,Positive,"It is a good product however it is way to sticky. Everytime I close my mouth and open it, my lips get stuck! I also hate having to dip my fingers into the tub everytime and then clean my fingers. Make a Coaco butter squeeze tube that is not sooo sticky!!!!"
17889,2,Positive,"It is a good product however it is way to sticky. Everytime I close my mouth and open it, my lips get stuck! I also hate having to dip my fingers into the tub everytime and then clean my fingers. Make a Coaco butter squeeze tube that is not sooo sticky!!!!"
18044,2,Positive,"the tastes is fine of course. they arrived broken and crushed. if you have dipping in mind, purchasing in store would be better."
18073,1,Positive,"'Something About Mary' is a funny film. Unfortunately, this Pan & Scan dvd version alters the original theatrical aspect ratio of 1.85:1 to 1.33:1 giving a different picture than what you saw in the theater. Buy the widescreen version instead!"
18227,1,Positive,"I got to hand it to L'Oreal... they named this product perfectly. What do you call a lip colour that isn't a gloss or stain or balm or lipstick One that, upon application, seems to immediately draw all the moisture out of your lips and leave you with a tacky finish similar to drying paint Lacquer! Marketing at its finest. Yes, the packaging is eye-catching, but the applicator (think disposable eye-shadow brush), perfumed scent, and texture are certainly lacking. Or should I say lacquering"
18228,1,Positive,Was expecting much more from the ads reviews....total let down. Not recommended for any reason.
18229,2,Positive,I used this a few times and I'm not gonig to use it again. The color is not flattering. It smells kind of like alcohol. It's not shiny at all and it makes my lips dry. I was not a fan.
18230,2,Positive,"This color was much more red than I expected and it was more of a stain than a lacquer. If that's the type of product you like, then I think you'd be happy, but it wasn't for me."
18232,2,Positive,"I am a lip gloss junkie not a brand loyalist. I tried stubborn plum because it reminded me of a color I used to wear that is no longer available. The packaging is horrible. I didn't know how to open it at first- its a skew top. Then I was not impressed by the applicator. Who's lips works with this flat cotton-swap applicator. Plus the applicator absorbs most of the product, making you go through the color faster. Once I got past the bad packaging and applicator, I was not at all happy with the weird consistency. It was not glossy, kinda like a stain (not long lasting), not as bold of a color I was looking for. Oh well, I will continue on hunting for that perfect gloss."
18296,1,Positive,"1) This product was missing pieces. Not screws or nails. But actual wood pieces. Thankfully I took an inventory before assembling it and called them for replacements.2) Once I had all the pieces and began to assemble it...it was almost impossible. (I am an architect and carpenter.) Unlike other flat-packed furniture these aren't finished on all sides and the instructions don't make it clear which side the veneer faces a number of times which leads to assembling and the taking it apart and re-assembling it. That alone was infuriating enough...but even on the first attempt the screws are such low quality that the screw heads were stripped out so I had to use an extraction bit and then go buy new screws from a hardware store.3) Once I, thankfully, was done assembling it I put it in place and put my bedside lamps on it and they scratched the veneer off immediately. And the lamps have rubber feet. So you should plan on calling a glass shop to make a stand-off (just rubber bumpers) like I did to make these last more that a week.4) Lastly, just to know. This furniture isn't veneered on all sides like most furniture. Even inside the drawers. So unless you paint the inside of the drawers you will be looking at particle board when you open them which isn't a particularly elegant look.Bottom line: It looks like the picture from the outside but that's it...and only it. Buy something else instead."
18329,1,Positive,"I bought these over a month ago, and they rusted out pretty quickly. I have other Henckles knives that I love, which is why I bought them. Maybe I just got a bad batch"
18373,1,Positive,"I ordered the screen on-line and had it delivered to my home the first time. When we took it out of the box we noticed that the weld on one of the side screens was misplaced -- making the screen appear above the frame and a big black painted weld was on top of the frame instead of on the back where it couldn't be seen.Returned the screen to my local store and ordered a new one to be delivered to the store. Went in to pick it up and asked the clerk to take it out of the box to inspect it. Weld wasn't a problem this time but instead there was black paint ""globbed"" all over the bottom of the screen. It wouldn't brush off so I told them to return it.Very disappointed -- loved the design -- it would have been perfect. Can't believe a company couldn't catch those issues before boxing up the product. Very poor quality control."
18374,1,Positive,"Received in timely manner and the box was completely intact. While I was taking the screen out of the box, one of the welds on the hinge broke. I carried it back to Home Depot and purchased another screen."
18426,1,Positive,I used to LOVE LOVE LOVE this product! I would buy 4 cans at a time. Sometime in the last 5 months or so the formula changed. It smells sweeter like perfume and just doesn't hold my hair the way that the previous formula did. I was extremely disappointed. I wish that they would have left the original formula alone. It was perfect.
18428,1,Positive,"I'm always on the look out for products that will give my hair lift and volume. I tried this product because I had a coupon and there was only one bottle left on the shelf, it had to be good right Unfortunately, the only thing this product gave me was a headache. The scent is very strong. Every time I used it, I would get a bad sinus headache. I have fine thin hair and it's in a pixie cut. I think I would have the ideal hair type for this product, but it was dud for me. I used this as directed with no real results. I then tried to use this in a few different ways, but still no volume or lift. I'll stick to my normal hair care products for now! )"
18430,1,Positive,"I'm glad to see I'm not the only one with this problem. I keep purchasing this product in the hopes that it will work until the can is empty. I've returned two some months ago and took a chance and purchased a third one. Today it finally quit spraying even though I tried running it under hot water thinking the nozzle was clogged. Can't imagine what the problem is but I do hope it can be resolved, soon. I do like this product."
18431,1,Positive,I have used lots of L'Oreal products in the past and have been happy with them. I can't even tell you if this product worked well because my first time using it I could not get the can to spray!!!! It's very disappointing when you are excited to try something and never get the chance because of a default of the can!!!
18433,1,Positive,"Although this spray works effectively at holding the hair, the smell is so powerful and you can actual taste even the tiniest spritz. Would not recommend to anyone."
18434,1,Positive,"I adore the mousse like this spray. I am starting to grow out a style and decided the spray would work better. The first two uses were awesome, but then the nozzle clogged and no product will come out. It is still losing air though. I have taken off the nozzle, soaked it in hot water, scrubbed it with a nail brush--but nothing has worked. I love the price of this line and how my hair looks, but the Boost It-High Lift Creation Spray is a bust."
18466,2,Positive,It did not help my dry lips much and definitely did not last long. I will not order this again.
18483,2,Positive,"Great pasta but the cheese sauce was a bit waxy, the shells with cheese is a better sauce."
18485,1,Positive,The product just started dripping. I called Delta and was told that you need to have the original receipt. I bought it about ten years ago. Good luck tracking down a ten year old receipt. I would give Delta zero stars if I could. Buy something different.
18543,1,Positive,The Movie Was Alright And The Acting Was Ok Too. B-}
18556,2,Positive,"I really wanted to like this lip balm, but the smell is just overpowering. It smells like a cross between VERY strong honey, and very strong fake rose. The consistency is good, the feeling on your lips is good (not too greasy, not too dry), but after about 5 minutes, I couldn't take the smell anymore had to wipe it off. If you don't mind strong smells, then this might be a good lip balm. If you want something that smells subtle , I highly suggest you find a different product than this one."
18570,1,Positive,I love that these are so convenient and smell great. So much easier than finding a cleaning spray and paper towels. I absolutely LOVE. Thanks Clorox
18571,1,Positive,I would have given this product a 5 star review just a couple months ago. The new fragrance gives me migraines and leaves the house smelling like chemicals. Please bring back the old smell!
18572,1,Positive,"I was expecting these wipes to have a strong clorox smell but they don't, they actually have a refreshing fragrance. I use them regularly and feel confident that I'm eliminating germs from every surface on which I use them."
18573,1,Positive,"I have used Clorox Wipes for years... Cannot live without them (or prefer not to). Now the smell is so irritating, I will have to purchase another brand to continue my Spring cleaning. I've never had such a strong objection to the smell of any cleaning product. Please at least offer a choice in the old vs. new formula."
18575,1,Positive,"LOVE Clorox wipes, but this batch is horrible. The wipes have separated and won't come out of canister in one piece. They rip and tear apart which then makes using 1 wipe useless. You have to get several out just to clean something. The smell is great tho."
18576,1,Positive,"I would give ZERO stars to the New Formula Clorox Wipes. I agree with all the other users that say the new formula smells awful. It may cut grease now but I liked the old streak free formula a lot better and it smelled nice. Whatever is in the new formula that cuts grease also makes my hands burn. I've switched to my store brand now since they work just as well as the new formula and they smell better. And they don't make my hands burn when I use them! And they don't leave streaks all over my bathroom counters, mirrors and stove like the Clorox wipes do now. Everyone (including me) used to love Clorox wipes when they first came out. Learn a lesson Clorox- if it isn't broke, don't try to fix it!"
